rank,name,family,status,success,trials,contact,lift,true_pinch,release,terminal_reasons,hold_true_two_tip_mean,hold_wrap_fraction_mean,hold_non_tip_ratio_mean,hold_floor_contact_mean,motor_feedback_max_hand_iq_a,metadata,report
1,lift_ls460,lift_continuation,ok,46,50,48,48,46,50,"{""success_event_contact_gated_true_pinch_release_ball"": 46, ""true_pinch_morphology_gate_failed"": 2, ""contact_gate_failed"": 2}",0.924000,0.000000,0.075897,0.000000,0.191613,D:\tendon_project\simulations\models\arm_hand_stage1_export\metadata\stage3_12_autotune_batch2_lift_ls460_seed20265612_lift_ls460.json,D:\tendon_project\simulations\models\arm_hand_stage1_export\docs\stage3_12_autotune_batch2_lift_ls460_seed20265612_lift_ls460_report.md
