rank,name,family,status,success,trials,contact,lift,true_pinch,release,terminal_reasons,hold_true_two_tip_mean,hold_wrap_fraction_mean,hold_non_tip_ratio_mean,hold_floor_contact_mean,motor_feedback_max_hand_iq_a,metadata,report
1,lift_ls460,lift_continuation,ok,47,50,48,47,47,49,"{""success_event_contact_gated_true_pinch_release_ball"": 47, ""contact_gate_failed"": 2, ""lift_gate_failed"": 1}",0.940000,0.000000,0.083077,0.003000,0.196840,D:\tendon_project\simulations\models\arm_hand_stage1_export\metadata\stage3_12_autotune_batch2_lift_ls460_seed20265613_lift_ls460.json,D:\tendon_project\simulations\models\arm_hand_stage1_export\docs\stage3_12_autotune_batch2_lift_ls460_seed20265613_lift_ls460_report.md
